directory,filename,nrVertices,nrFaces,avgX,avgY,AvgZ,minX,maxX,minY,maxY,minZ,maxZ
0,m62,241,478,-0.888164,-0.244439,0.111235,-1,-0.776261,-1,0.524585,-1,1
0,m63,1112,1792,-0.462898,-0.383190,-0.202393,-1,1,-1,0.472718,-1,0.583659
0,m64,247,444,-0.012125,-0.498622,-0.838883,-1,1,-1,0.094920,-1,-0.676000
0,m65,1004,1930,-0.605197,-0.380035,0.553429,-1,-0.210914,-1,0.220200,-1,1
0,m66,4117,8198,-0.543086,-0.414487,0.203660,-1,-0.114305,-1,0.100112,-1,1
0,m67,14000,27996,0.144959,-0.773984,-0.658946,-1,1,-1,-0.526947,-1,-0.233710
0,m68,553,1098,0.044429,-0.775408,-0.827601,-1,1,-1,-0.466276,-1,-0.658042
0,m69,317,568,-0.650360,-0.837025,0.334970,-1,-0.300368,-1,-0.495209,-1,1
0,m7,265,506,-0.426814,-0.215208,0.411348,-1,0.149114,-1,0.163061,-1,1
0,m70,320,560,-0.547944,-0.845155,0.227649,-1,-0.095969,-1,-0.492472,-1,1
0,m71,420,836,-0.683207,-0.729311,0.304441,-1,-0.366337,-1,-0.270453,-1,1
0,m72,331,590,-0.546096,-0.837555,0.191506,-1,-0.092204,-1,-0.499310,-1,1
0,m73,285,564,-0.081629,-0.483887,-0.631544,-1,1,-1,0.233400,-1,-0.260672
0,m74,162,336,-0.664591,-0.697057,0.445817,-1,-0.306411,-1,-0.375587,-1,1
0,m75,298,512,-0.459790,-0.826322,0.149607,-1,0.080808,-1,-0.422503,-1,1
0,m76,1583,3164,-0.609493,-0.665417,0.414425,-1,-0.219095,-1,-0.309179,-1,1
0,m77,11578,23022,-0.295658,-0.733304,-0.221819,-1,1,-1,-0.193697,-1,0.234112
0,m78,468,734,-0.325600,-0.538190,-0.490637,-1,1,-1,0.035053,-1,-0.151198
0,m79,166,226,0.091515,-0.868459,-0.662723,-1,1,-1,-0.513324,-1,-0.419036
0,m8,423,698,-0.502420,-0.067411,-0.044766,-1,-0.045286,-1,1,-1,0.703625
0,m80,1104,2104,0.005916,-0.803681,-0.665747,-1,1,-1,-0.402352,-1,-0.176840
0,m81,857,1673,-0.596184,-0.822930,0.094061,-1,-0.180000,-1,-0.440000,-1,1
0,m82,4144,8276,0.189820,-0.681306,-0.126933,-1,1,-1,0.591305,-1,0.316573
0,m83,98,154,-0.158431,0.302518,-0.265134,-1,0.448114,-1,1,-1,0.434764
0,m84,2777,5263,-0.944440,-0.961589,0.309952,-1,-0.888877,-1,-0.908792,-1,1
0,m85,1981,3907,-0.370670,-0.432323,-0.134635,-1,0.088939,-1,-0.000718,-1,1
0,m86,176,245,-0.828257,-0.268226,0.277911,-1,-0.656653,-1,0.267935,-1,1
0,m87,691,1331,-0.707647,-0.033130,0.101435,-1,-0.408602,-1,0.655914,-1,1
0,m88,1618,3220,-0.769003,-0.318092,0.431665,-1,-0.538112,-1,0.248419,-1,1
0,m89,12515,25030,-0.648090,-0.034521,0.218201,-1,-0.281945,-1,0.699756,-1,1
0,m9,557,902,-0.461401,0.000017,-0.567992,-1,0.695652,-1,1,-1,-0.036646
0,m90,1783,3526,-0.514513,-0.465790,0.036083,-1,-0.030667,-1,0.154737,-1,1
0,m91,1614,3169,-0.670091,-0.246885,0.159810,-1,-0.340345,-1,0.760147,-1,1
0,m92,1971,3888,-0.672804,-0.225363,0.062212,-1,-0.346286,-1,0.821591,-1,1
0,m93,278,464,0.170529,-0.337460,-0.718313,-1,1,-1,0.332055,-1,-0.428084
0,m94,3332,6328,-0.790565,-0.577967,0.329364,-1,-0.586491,-1,-0.163969,-1,1
0,m95,956,1908,-0.758189,-0.603178,0.146825,-1,-0.516366,-1,-0.182661,-1,1
0,m96,5169,10061,-0.739681,-0.398943,0.335549,-1,-0.479394,-1,0.078851,-1,1
0,m97,3601,7083,-0.731207,-0.408715,0.219838,-1,-0.462364,-1,0.091594,-1,1
0,m98,4195,8236,-0.732033,-0.443842,0.267362,-1,-0.463941,-1,0.041177,-1,1
0,m99,1450,2888,-0.672484,-0.483814,-0.007649,-1,-0.341278,-1,0.024937,-1,1
1,m100,606,1208,-0.442342,-0.643520,0.117255,-1,0.122171,-1,-0.087434,-1,1
1,m101,1143,2204,-0.594367,-0.423214,0.136950,-1,-0.192030,-1,0.389808,-1,1
1,m102,127,226,-0.604216,-0.567780,0.108591,-1,-0.208417,-1,-0.103956,-1,1
1,m103,16049,31432,-0.756850,-0.202130,0.340577,-1,-0.529131,-1,0.484688,-1,1
1,m104,233,462,0.136934,-0.248599,-0.729227,-1,1,-1,0.592829,-1,-0.458364
1,m105,146,260,-0.741871,-0.009996,0.069462,-1,-0.485156,-1,1,-1,0.939960
1,m106,346,690,-0.792805,-0.323579,0.251145,-1,-0.603200,-1,0.334400,-1,1
1,m107,3051,6052,-0.748553,-0.115061,0.034059,-1,-0.497099,-1,0.816975,-1,1
1,m108,11105,22258,-0.146238,0.100935,-0.710605,-1,1,-1,0.857086,-1,-0.457783
1,m109,1288,2568,-0.305643,-0.287781,-0.528535,-1,0.701516,-1,1,-1,-0.072436
1,m110,453,902,-0.533733,-0.399825,0.110091,-1,-0.062000,-1,0.461892,-1,1
1,m111,1238,2442,-0.589826,-0.479478,0.131084,-1,-0.179935,-1,0.374907,-1,1
1,m112,7691,15294,-0.181272,0.197853,-0.392197,-1,0.920118,-1,1,-1,0.327928
1,m113,6100,11092,-0.681037,0.168162,-0.822578,-1,-0.365680,-1,1,-1,-0.697404
1,m114,2910,5418,-0.671481,0.213814,-0.850484,-1,-0.340211,-1,1,-1,-0.682206
1,m115,2873,5399,-0.621112,0.191791,-0.111734,-1,-0.069408,-1,1,-1,0.429882
1,m116,26926,51956,-0.711209,0.422988,-0.814601,-1,-0.422110,-1,1,-1,-0.667432
1,m117,2284,4316,-0.794660,0.174069,-0.865272,-1,-0.591470,-1,1,-1,-0.634291
1,m118,472,888,-0.727737,0.055646,-0.851759,-1,-0.454878,-1,1,-1,-0.637423
1,m119,450,837,-0.724869,0.125688,-0.805224,-1,-0.473097,-1,1,-1,-0.596377
1,m120,467,870,-0.744571,0.096764,-0.771714,-1,-0.479166,-1,1,-1,-0.583421
1,m121,471,882,-0.653084,0.075544,-0.807770,-1,-0.387124,-1,1,-1,-0.620470
1,m122,443,830,-0.735604,0.102435,-0.814114,-1,-0.459632,-1,1,-1,-0.471825
1,m123,474,890,-0.738075,0.080709,-0.765392,-1,-0.477529,-1,1,-1,-0.452507
1,m124,473,862,-0.702950,0.062502,-0.828958,-1,-0.422844,-1,1,-1,-0.559587
1,m125,1250,2500,-0.698508,-0.795192,-0.059877,-1,-0.309316,-1,-0.438179,-1,1
1,m126,577,1018,-0.752667,0.289005,-0.819373,-1,-0.507387,-1,1,-1,-0.684539
1,m127,756,1796,-0.701072,-0.028211,-0.845523,-1,-0.409505,-1,1,-1,-0.672396
1,m128,458,853,-0.724268,0.097412,-0.763278,-1,-0.452941,-1,1,-1,-0.541175
1,m129,1871,8364,-0.738497,0.202325,-0.858171,-1,-0.476500,-1,1,-1,-0.617223
1,m130,1025,1865,-0.718967,0.099522,-0.815651,-1,-0.437863,-1,1,-1,-0.676749
1,m131,2012,3012,-0.690403,-0.785363,-0.101298,-1,-0.372785,-1,-0.636785,-1,1
1,m132,2537,4049,-0.851697,-0.672641,-0.093133,-1,-0.639208,-1,-0.413672,-1,1
1,m133,2344,4253,-0.674514,0.198268,-0.805960,-1,-0.347625,-1,1,-1,-0.599455
1,m134,1962,3615,-0.789304,0.591688,-0.761547,-1,-0.551714,-1,1,-1,-0.663977
1,m135,498,919,-0.713155,0.135508,-0.816227,-1,-0.427956,-1,1,-1,-0.486465
1,m136,469,869,-0.719420,0.144397,-0.832547,-1,-0.440059,-1,1,-1,-0.619510
1,m137,1636,3254,-0.595169,0.148864,-0.844212,-1,-0.188771,-1,1,-1,-0.564196
1,m138,7401,14776,-0.631347,-0.792720,-0.071763,-1,-0.251817,-1,-0.517659,-1,1
1,m139,12180,24200,-0.467442,0.204109,-0.782319,-1,0.048941,-1,1,-1,-0.532973
1,m140,9061,18110,-0.597245,-0.778127,-0.126205,-1,-0.216232,-1,-0.586240,-1,1
1,m141,2012,3012,-0.623294,-0.105434,-0.680289,-1,-0.368390,-1,1,-1,-0.368975
1,m142,9242,16329,-0.384213,0.234785,-0.815822,-1,0.139322,-1,1,-1,-0.661143
1,m143,5647,10817,-0.619803,0.200196,-0.816989,-1,-0.192215,-1,1,-1,-0.653225
1,m144,676,1302,-0.671765,0.067263,-0.824075,-1,-0.352817,-1,1,-1,-0.622404
1,m145,12758,25506,-0.680132,0.040552,-0.508232,-1,-0.262015,-1,1,-1,0.008857
1,m146,2244,3460,-0.579562,-0.101621,-0.602317,-1,-0.300255,-1,1,-1,-0.212390
1,m147,4677,8559,-0.649973,0.041442,-0.806888,-1,-0.303225,-1,1,-1,-0.557560
1,m148,3964,7707,-0.467546,0.133382,-0.761140,-1,0.078693,-1,1,-1,-0.592417
1,m149,17342,34666,-0.771573,-0.141868,-0.691094,-1,-0.633211,-1,1,-1,-0.382147
1,m150,2001,3012,-0.759449,-0.162835,-0.620041,-1,-0.551785,-1,1,-1,-0.244004
1,m151,2996,5954,-0.712348,0.212378,-0.822975,-1,-0.424678,-1,1,-1,-0.547956
1,m152,10694,20512,-0.632447,0.218515,-0.780437,-1,-0.262082,-1,1,-1,-0.527764
1,m153,10333,18860,-0.683112,0.382133,-0.785315,-1,-0.366067,-1,1,-1,-0.583179
1,m154,445,730,-0.694711,-0.002807,-0.810890,-1,-0.385345,-1,1,-1,-0.549385
1,m155,1290,2576,-0.481375,0.153469,-0.782998,-1,0.023187,-1,1,-1,-0.627825
1,m156,16776,33324,-0.573804,0.120153,-0.808261,-1,-0.190497,-1,1,-1,-0.607989
1,m157,747,1430,-0.637339,0.140740,-0.768517,-1,-0.206031,-1,1,-1,-0.474187
1,m158,521,935,-0.638883,0.467212,-0.731713,-1,-0.280747,-1,1,-1,-0.549305
1,m159,533,998,-0.694879,0.180247,-0.831890,-1,-0.384996,-1,1,-1,-0.601891
1,m160,894,1627,-0.645411,0.151835,-0.792570,-1,-0.278036,-1,1,-1,-0.189552
1,m161,495,839,-0.659230,0.255173,-0.810105,-1,-0.316438,-1,1,-1,-0.669267
1,m162,3581,6988,-0.651462,-0.105079,-0.706938,-1,-0.302171,-1,1,-1,-0.518625
1,m163,120,208,-0.706495,0.151357,-0.836884,-1,-0.425179,-1,1,-1,-0.644017
1,m164,728,1396,-0.682353,0.062046,-0.825235,-1,-0.364705,-1,1,-1,-0.625882
1,m165,506,1748,-0.683168,0.160879,-0.831128,-1,-0.345000,-1,1,-1,-0.634996
1,m166,476,1698,-0.722569,0.161954,-0.666279,-1,-0.431000,-1,1,-1,-0.374503
1,m167,435,856,-0.636798,0.000141,-0.491291,-1,-0.303072,-1,1,-1,0.001255
1,m168,2640,5476,-0.605622,0.120937,-0.786066,-1,-0.226206,-1,1,-1,-0.604305
1,m169,1059,2001,-0.691193,0.399390,-0.770993,-1,-0.382947,-1,1,-1,-0.651430
1,m170,16052,32042,-0.657659,-0.057788,-0.875541,-1,-0.315316,-1,1,-1,-0.730659
1,m171,614,1094,-0.502574,0.317689,-0.819633,-1,-0.024000,-1,1,-1,-0.579501
1,m172,745,1413,-0.694070,0.422627,-0.840272,-1,-0.386739,-1,1,-1,-0.717095
1,m173,1003,1702,-0.722966,0.139234,-0.862574,-1,-0.448573,-1,1,-1,-0.679164
1,m174,1196,2308,-0.596544,0.505219,-0.794373,-1,-0.198314,-1,1,-1,-0.560640
1,m175,660,1079,-0.693029,0.054926,-0.693841,-1,-0.331180,-1,1,-1,-0.350069
1,m176,708,1288,-0.571107,0.061809,-0.835195,-1,-0.141501,-1,1,-1,-0.643000
1,m177,116,185,-0.603059,-0.142710,-0.714188,-1,-0.252562,-1,1,-1,-0.351257
1,m178,14603,29202,-0.666080,-0.267543,-0.788182,-1,-0.332158,-1,1,-1,-0.663800
1,m179,10735,21422,-0.614735,0.063264,-0.808111,-1,-0.229455,-1,1,-1,-0.669107
1,m180,15088,29960,-0.712770,0.019204,-0.879842,-1,-0.425550,-1,1,-1,-0.686625
1,m181,8520,16916,-0.543044,0.265779,-0.753143,-1,-0.116615,-1,1,-1,-0.570350
1,m182,11090,22190,-0.612284,0.163190,-0.823426,-1,-0.224345,-1,1,-1,-0.702196
1,m183,3618,7124,-0.079309,0.105804,-0.581955,-1,0.841301,-1,1,-1,-0.245133
1,m184,441,826,-0.719025,0.069894,-0.846320,-1,-0.455514,-1,1,-1,-0.677947
1,m185,493,919,-0.709479,0.120810,-0.648971,-1,-0.427027,-1,1,-1,-0.410811
1,m186,375,564,-0.683630,0.248975,-0.825574,-1,-0.373000,-1,1,-1,-0.668501
1,m187,1618,3128,-0.466934,0.019671,-0.723544,-1,0.132453,-1,1,-1,-0.050225
1,m188,1863,3360,-0.698248,0.198419,-0.823093,-1,-0.401274,-1,1,-1,-0.644924
1,m189,309,526,-0.723258,0.090568,-0.848894,-1,-0.446710,-1,1,-1,-0.686583
1,m190,1022,1777,-0.509310,0.242456,-0.500625,-1,-0.078215,-1,1,-1,-0.091943
1,m191,124,264,-0.480000,-0.003226,-0.785161,-1,0.040000,-1,1,-1,-0.599790
1,m192,450,837,-0.733546,0.119387,-0.791310,-1,-0.465282,-1,1,-1,-0.531255
1,m193,8622,17298,-0.664408,0.313838,-0.584372,-1,-0.234404,-1,1,-1,0.041739
1,m194,2244,3460,-0.744652,-0.097173,-0.605060,-1,-0.553044,-1,1,-1,-0.217827
1,m195,22608,44050,-0.744811,0.181968,-0.620125,-1,-0.435431,-1,1,-1,-0.146512
1,m196,4049,7763,-0.562617,0.169869,-0.821052,-1,-0.124430,-1,1,-1,-0.642472
1,m197,2010,3012,-0.796554,-0.134460,-0.712041,-1,-0.661724,-1,1,-1,-0.427581
1,m198,4657,19582,-0.641440,0.228977,-0.682970,-1,-0.196960,-1,1,-1,-0.299345
1,m199,6540,12936,-0.629586,-0.751432,0.100536,-1,-0.259745,-1,-0.577154,-1,1
10,m1000,19105,26032,0.038533,0.378048,-0.124752,-1,0.799453,-1,1,-1,0.658408
10,m1001,11431,16584,-0.337960,0.187542,-0.404689,-1,0.342177,-1,1,-1,0.263158
10,m1002,8260,10184,-0.000683,-0.122861,-0.009976,-1,1,-1,0.564288,-1,0.994657
10,m1003,8453,10544,-0.004789,0.184377,-0.049598,-1,0.971133,-1,1,-1,0.974949
10,m1004,13242,17357,0.005736,-0.005058,-0.054507,-1,1,-1,0.515387,-1,0.804423
10,m1005,17834,19610,-0.516339,0.228667,-0.507938,-1,-0.030524,-1,1,-1,-0.019400
10,m1006,16333,25760,0.051801,-0.344351,-0.030021,-1,1,-1,0.167878,-1,0.882166
10,m1007,7930,8864,-0.166831,0.295293,-0.165711,-1,0.543518,-1,1,-1,0.516099
10,m1008,5383,7952,-0.113895,-0.312789,0.020623,-1,0.891684,-1,0.649099,-1,1
10,m1009,5348,6764,-0.356481,-0.413504,-0.376110,-1,0.295935,-1,1,-1,0.296851
10,m1010,6257,7196,-0.005325,-0.131967,-0.184574,-1,1,-1,0.403756,-1,0.639271
10,m1011,7529,10680,-0.062739,-0.147659,-0.141982,-1,0.780516,-1,1,-1,0.751842
10,m1012,2950,4292,-0.016209,-0.388313,-0.100841,-1,1,-1,0.170777,-1,0.933823
10,m1013,6365,7424,-0.047731,-0.035877,-0.014056,-1,0.850823,-1,0.822705,-1,1
10,m1014,16404,20144,-0.295396,0.289414,-0.232345,-1,0.462775,-1,1,-1,0.633724
10,m1015,1325,2111,-0.455350,0.100457,-0.398583,-1,0.014844,-1,1,-1,0.098469
10,m1016,5307,7909,-0.055904,0.403971,-0.377316,-1,0.507901,-1,1,-1,0.252114
10,m1017,13312,20016,-0.319002,-0.315335,-0.412875,-1,0.326063,-1,1,-1,0.234187
10,m1018,11666,15091,-0.045682,0.064947,0.042252,-1,0.935164,-1,0.793398,-1,1
10,m1019,16590,21551,-0.292480,-0.030601,0.020795,-1,0.599255,-1,1,-1,0.840703
10,m1020,18348,30014,-0.012501,0.115906,-0.165610,-1,1,-1,0.708707,-1,0.739511
10,m1021,7641,11540,-0.071642,0.082620,-0.135582,-1,0.850200,-1,1,-1,0.848758
10,m1022,7882,10842,-0.047501,-0.395944,-0.046075,-1,0.884581,-1,1,-1,0.879251
10,m1023,2659,3236,-0.042502,-0.162388,0.018425,-1,0.982168,-1,0.659615,-1,1
10,m1024,22423,32733,0.128943,-0.005325,0.003163,-1,1,-1,0.784149,-1,0.877547
10,m1025,6696,10794,-0.147130,-0.267890,-0.007424,-1,0.812952,-1,0.428242,-1,1
10,m1026,1522,2064,0.005965,0.005962,0.026271,-1,0.948499,-1,1,-1,0.965476
10,m1027,3855,5054,-0.033737,0.113532,-0.148205,-1,0.940027,-1,1,-1,0.819004
10,m1028,11200,12840,-0.113443,0.372300,-0.127622,-1,0.762130,-1,1,-1,0.743606
10,m1029,316,548,-0.420765,0.479590,-0.257294,-1,-0.027103,-1,1,-1,0.345882
10,m1030,395,692,-0.019029,-0.072295,-0.062737,-1,1,-1,0.345267,-1,0.822139
10,m1031,729,1284,-0.326648,-0.044979,-0.145086,-1,0.352779,-1,0.861615,-1,1
10,m1032,96,156,-0.054275,0.149655,0.081645,-1,0.825444,-1,0.836591,-1,1
10,m1033,197,480,-0.509030,0.038168,-0.407505,-1,-0.018920,-1,1,-1,0.087783
10,m1034,228,426,-0.708989,-0.181673,-0.594134,-1,-0.238126,-1,1,-1,-0.031360
10,m1035,1787,3360,-0.078861,-0.145356,-0.247922,-1,0.792937,-1,1,-1,0.527299
10,m1036,234,401,-0.459090,0.038507,-0.661559,-1,0.177179,-1,1,-1,-0.285577
10,m1037,959,2254,-0.047475,-0.140329,-0.145474,-1,1,-1,0.765564,-1,0.989688
10,m1038,6510,12368,-0.288398,0.147026,-0.746321,-1,0.277267,-1,1,-1,-0.509617
10,m1039,4374,7625,-0.651762,0.421481,-0.494933,-1,-0.080061,-1,1,-1,0.009006
10,m1040,5544,1872,-0.346490,0.208731,-0.336219,-1,0.204987,-1,1,-1,0.254749
10,m1041,39587,34578,-0.284498,0.576883,-0.290786,-1,0.432703,-1,1,-1,0.419488
10,m1042,19240,15578,-0.064663,0.369413,-0.040903,-1,0.802634,-1,1,-1,0.805516
10,m1043,22578,14248,-0.025367,0.349472,-0.011810,-1,0.843947,-1,1,-1,0.856128
10,m1044,5544,3702,-0.345617,0.204707,-0.336123,-1,0.242853,-1,1,-1,0.258587
10,m1045,13331,10170,-0.329928,0.175939,-0.329398,-1,0.256103,-1,1,-1,0.258587
10,m1046,12581,23234,-0.106061,0.085946,-0.311520,-1,1,-1,0.842777,-1,0.531200
10,m1047,37716,36764,-0.518273,0.055027,-0.530639,-1,0.051831,-1,1,-1,0.128356
10,m1048,45499,43530,-0.072333,0.193573,-0.072233,-1,0.914490,-1,0.782732,-1,1
10,m1049,19248,10668,-0.537588,0.324244,-0.495045,-1,0.040836,-1,1,-1,-0.010059
10,m1050,5410,4629,-0.425836,0.119287,-0.500356,-1,0.170741,-1,1,-1,0.085832
10,m1051,5457,4288,-0.296943,0.167567,-0.344036,-1,0.532284,-1,1,-1,0.329541
10,m1052,342,186,0.076973,0.255852,0.050372,-1,1,-1,0.902964,-1,0.874808
10,m1053,12581,23234,-0.106061,0.085946,-0.311520,-1,1,-1,0.842777,-1,0.531200
10,m1054,12752,6042,-0.104588,0.265679,-0.082843,-1,0.787692,-1,1,-1,0.757141
10,m1055,31668,17804,-0.451036,0.503920,-0.571135,-1,-0.010619,-1,1,-1,0.026863
10,m1056,16685,18170,-0.361897,0.294178,-0.343962,-1,0.318642,-1,1,-1,0.505680
10,m1057,1366,2212,-0.079302,0.272364,-0.083548,-1,1,-1,0.744596,-1,0.844223
10,m1058,1086,1972,0.200283,-0.289153,-0.117530,-1,0.957189,-1,0.423615,-1,1
10,m1059,1058,1916,-0.249677,0.429614,-0.442933,-1,0.550244,-1,1,-1,0.266676
10,m1060,570,940,-0.460200,0.159611,-0.470268,-1,0.246177,-1,1,-1,0.155021
10,m1061,1078,1956,0.049126,0.256017,-0.134510,-1,1,-1,0.921768,-1,0.810520
10,m1062,334,692,-0.258671,0.178731,-0.009624,-1,0.204251,-1,0.850796,-1,1
10,m1063,470,932,-0.095239,0.328982,-0.114500,-1,0.598135,-1,1,-1,0.502897
10,m1064,2681,1800,-0.522984,0.242094,-0.487674,-1,0.035634,-1,1,-1,0.078086
10,m1065,3007,1610,-0.496013,0.537180,-0.429093,-1,0.080531,-1,1,-1,0.041831
10,m1066,1904,2042,-0.563188,0.376536,-0.671840,-1,-0.068558,-1,1,-1,-0.272236
10,m1067,1058,1756,-0.249677,0.429614,-0.442933,-1,0.550244,-1,1,-1,0.266676
10,m1068,1366,1892,-0.079302,0.272364,-0.083548,-1,1,-1,0.744596,-1,0.844223
10,m1069,18418,17436,-0.068706,0.356029,-0.088349,-1,0.857244,-1,1,-1,0.989238
10,m1070,1194,1134,-0.673129,0.352154,-0.602317,-1,-0.390099,-1,1,-1,-0.152903
10,m1071,1086,1812,0.200283,-0.289153,-0.117530,-1,0.957189,-1,0.423615,-1,1
10,m1072,1356,1296,-0.433800,0.421376,-0.530030,-1,-0.048112,-1,1,-1,0.081488
10,m1073,8197,10218,-0.162226,0.115915,-0.226102,-1,0.800232,-1,1,-1,0.532960
10,m1074,4806,4806,-0.453730,0.280193,-0.390279,-1,0.068916,-1,1,-1,0.317082
10,m1075,574,1132,-0.540832,0.349922,-0.348733,-1,-0.289278,-1,1,-1,0.295265
10,m1076,17884,15303,-0.587807,0.300988,-0.231491,-1,-0.044966,-1,1,-1,0.318105
10,m1077,832,1471,-0.321384,0.146614,-0.274999,-1,0.417869,-1,1,-1,0.453320
